open,high,low,close,volume,rsi,macd
-0.112974565137274,-0.11170048442906576,-0.11290091842865727,-0.11129735854321562,-0.6954751896969925,-0.7281398027790434,0.47158463378317805
-0.1110179290322036,-0.11100346020761245,-0.11064375840462363,-0.11052999036851675,-0.693836858377981,-0.668691687354791,0.4477178052929768
-0.11025412356487563,-0.10996567474048444,-0.11155617865011015,-0.11046332385187317,-0.5549874800040013,-0.6632350625647379,0.4346785201581868
-0.11017872766607492,-0.1089278892733564,-0.1106074218191182,-0.10919778520892216,-0.566861495524032,-0.5554343568981623,0.4582429162031151
-0.10891359573731844,-0.10975778546712803,-0.11058338817201224,-0.10961972518767889,-0.7239631362558921,-0.5820564993206462,0.46009387065851187
-0.10933502505225666,-0.10065993079584776,-0.10838030385396698,-0.10177164158280375,0.2079941174388959,0.027084931293856657,0.6549301086088841
-0.10148541173756599,-0.10260069204152251,-0.10236731423993592,-0.10311256683529263,-0.7463358991552436,-0.06942312626205516,0.7282166265540998
-0.10277108060890629,-0.10344636678200692,-0.11910961059769391,-0.1180076106720435,0.6825518165221935,-0.8696146161430655,0.3793691165946975
-0.11772394410575682,-0.11900346020761246,-0.12217103945523733,-0.12076766071975081,0.06764314750046724,-0.97795063838733,0.08818115371307406
-0.12046098402901052,-0.12022892733564015,-0.12091213413064004,-0.12121998037697802,-0.6995101237057807,-0.9958785522928917,-0.09382621578929318
-0.12094655612352548,-0.11857522491349483,-0.12187634116334299,-0.11939410544223808,-0.5370377562215048,-0.8515096566996897,-0.14041108634537608
-0.11904309100678843,-0.11957065743944637,-0.1211124145231896,-0.11928046294129296,-0.8137561702175112,-0.8422352753635501,-0.14235166058733592
-0.11899695321797012,-0.11755930795847751,-0.11825126605819576,-0.11892743982573313,-0.7456905133947794,-0.8115579103563499,-0.10986042398982392
-0.11860506334099483,-0.1175363321799308,-0.11939086149180281,-0.11774966469836355,-0.6982245791896751,-0.705590042051097,-0.03651378595024863
-0.11746540369158576,-0.11808498269896193,-0.11808675002145862,-0.11810156264064667,-0.753298878374642,-0.7266468630413964,0.020266115892918456
-0.1178055292201307,-0.11709370242214534,-0.11695058796600959,-0.11716738752767925,-0.823313096263895,-0.6349615920246877,0.09595433739321886
-0.11688333609972512,-0.11750865051903114,-0.126977768876427,-0.11756513628098723,0.8209258398540239,-0.6623562905484368,0.1458622934310202
-0.11728141519227357,-0.1133840830449827,-0.11758604904008468,-0.11483884143158048,-0.250583595392065,-0.3862532002316966,0.25514460505279823
-0.11460654875273237,-0.11461038062283735,-0.1153901175932019,-0.11519073937386354,-0.7693205974409096,-0.4145696019366505,0.31802257606720385
-0.11493935975378172,-0.11557093425605536,-0.12039712740694114,-0.11915669388085766,-0.4668896215909085,-0.7134270835654839,0.25702539774919364
-0.11888582866563324,-0.11595958477508653,-0.1182452576464193,-0.1176185820116298,-0.49351550978975817,-0.5499054169882325,0.2592614833317486
-0.11737425342587149,-0.1143534948096886,-0.11993047409230066,-0.11908158856463896,-0.310948320998603,-0.6596119738262557,0.22505006059317945
-0.11873672483591546,-0.11836678200692041,-0.11882349575119452,-0.11851872063297748,-0.7744202496419269,-0.5957393685753368,0.2201718899831832
-0.11819488714528058,-0.11864359861591696,-0.12019684701439158,-0.12038510180567803,-0.5335992470363743,-0.7419284278155794,0.17242482883918533
-0.12010876139729978,-0.11889273356401384,-0.11948155989814312,-0.11869734189065112,-0.619077208265999,-0.5412598899931652,0.18920336980311825
-0.11841376031418706,-0.11792775086505189,-0.11882349575119452,-0.11808946702792229,-0.48327571197238045,-0.46958580939305417,0.21800010060781055
-0.11775207690381678,-0.11379155709342559,-0.11699236073359846,-0.11360424505373826,-0.022644802056175965,0.00410095991452613,0.3497265897993353
-0.1132572997577766,-0.11379930795847751,-0.11732969013762126,-0.11596232694835003,-0.28284204185203354,-0.22209861933513025,0.36638264372284945
-0.11566856187949594,-0.1161522491349481,-0.1170307001230294,-0.11664615100725513,-0.6391852821666166,-0.28567920024161636,0.35127188461350134
-0.11634009176918726,-0.11363321799307959,-0.115819289862951,-0.11398089680810847,-0.2235150699274755,-0.01468121196338255,0.40037596272999393
-0.11365959877003404,-0.11114214532871973,-0.11335269377127982,-0.11215952256647525,-0.4765257323713906,0.15529625814533843,0.4650556614700317
-0.11184278267132168,-0.11180290657439444,-0.11113873708906755,-0.11147344816101677,-0.687322329176094,0.21832884167241196,0.506540937091159
-0.11118897644440817,-0.10347986159169548,-0.11007868158278734,-0.10327262273390103,0.6950769945318508,0.818284764162686,0.7189284326604973
-0.10298545253012316,-0.10284290657439449,-0.10506137163457412,-0.1052346436351198,-0.24339086742111898,0.6005127411415015,0.770397781223181
-0.10487794585561684,-0.10334311418685123,-0.10405481960458927,-0.1024037076709813,-0.6817240093699636,0.7758149910880983,0.8369548516593565
-0.10211811836593453,-0.10159003460207613,-0.10404909730765932,-0.10500595216663364,-0.41620125036823097,0.49550172649023594,0.7711096703639932
-0.1046759523655463,-0.10588346020761248,-0.10699379130783099,-0.10578879147388695,-0.31889925133148384,0.4136477764835839,0.6696826978704401
-0.10547126656670144,-0.10604844290657439,-0.10584275128036393,-0.10571368615766825,-0.5830866223953858,0.41933534043975,0.5713051807927709
-0.10542850471365028,-0.10422145328719723,-0.10434608451832565,-0.10427909022989537,-0.28254014022815077,0.5303573970152421,0.5128528441234511
-0.10406068807197495,-0.09642131487889272,-0.10332579897570886,-0.09668782742542352,0.09281053518059117,1.0014947320042484,0.6359764514799002
-0.09640209645611145,-0.09293121107266435,-0.09535349489285001,-0.09412074459466757,0.19584976507185978,1.1259587481080244,0.7388156048078126
-0.09383385332121746,-0.09368553633217991,-0.09503733798746816,-0.09522397699245681,-0.43652154767593704,0.9940235231997973,0.7296840152442912
-0.09493665900516801,-0.0901038062283737,-0.09408028382592774,-0.0897196293229157,-0.21684758154966663,1.2496327291614273,0.8151694978705136
-0.08938352599611202,-0.09092927335640137,-0.09061886641297814,-0.09152778277854788,-0.37299869727890994,1.0409447036807695,0.7699520118039683
-0.09124338527585614,-0.08806754325259517,-0.08986380933306629,-0.0874498735305237,-0.09762390563036964,1.221669087641206,0.7912871282453195
-0.0871635669012004,-0.0873356401384083,-0.0930731595662499,-0.09216800637298143,0.5471154718956296,0.7295588460079898,0.6304821045754732
-0.09189269025508007,-0.09079584775086505,-0.09303768132528398,-0.08993622517867751,-0.560901009924905,0.8426322781369358,0.5370892963418558
-0.08964909960979808,-0.08265799307958478,-0.08884066264198448,-0.08276971528615404,0.24252407938908327,1.150164241918091,0.6135840131073046
-0.08242093980425197,-0.08200885813148788,-0.08248691024577265,-0.08138406439591694,-0.47225864920791105,1.201812782594308,0.6459570192648081
-0.08108153728861715,-0.08163626297577856,-0.08305913993877143,-0.08374299017048624,-0.6101532434923016,0.9658489874629572,0.5534588172688296
-0.08350996041715314,-0.08294671280276819,-0.0841420846327716,-0.0840487560084253,-0.3858886424384208,0.9350552117384834,0.437863952162808
-0.08375752904008078,-0.08083681660899653,-0.08277302509227204,-0.08074215304156838,-0.3646636574492216,1.0850190510347701,0.4036018311129508
-0.08043870285294706,-0.08125204152249134,-0.08097050155932592,-0.08169123670045185,-0.8154607247561283,0.9831337756624821,0.3143081484579427
-0.08140309517044253,-0.08105190311418685,-0.08305913993877143,-0.08343075458620626,-0.4909877424307802,0.7966033982770955,0.17464243145594524
-0.08314367138641242,-0.0849206920415225,-0.08729363966696232,-0.0858223103857994,-0.15021820343626424,0.5511885898253706,-0.0060396099314443475
-0.08557012521908416,-0.08533453287197229,-0.08507739406597811,-0.08586281662376007,-0.7075857534085944,0.5470148659210722,-0.14387922815478998
-0.08555634014803479,-0.07893342560553632,-0.08503791021716116,-0.07811065404072227,0.010587618882891866,0.9769794824545015,-0.05156220787249567
-0.07782010200952577,-0.07841937716262974,-0.07873880575663071,-0.0787579099681351,-0.3368248203672549,0.9086618790938431,-0.03067889399430661
-0.0784694069887497,-0.07709342560553634,-0.08085605562072616,-0.07853034367292563,0.11413101707311583,0.9205462967436284,-0.03360891352745117
-0.07822043172591903,-0.06026297577854671,-0.07654144373551545,-0.06070366086377303,1.093913376610887,1.5590253802897547,0.39083813734491757
-0.060359480893610165,-0.05472664359861592,-0.0606091385081972,-0.05765922327038361,0.2780151705147463,1.6296440333123425,0.688719774766688
-0.0573087602719879,-0.05664332179930795,-0.05872678893307772,-0.0546651371811259,0.39923875158830735,1.695487386875632,0.8888333248299342
-0.05440517418421916,-0.05576166089965396,-0.05578896168922203,-0.05544347579527248,0.25714759509195967,1.6177323092566744,0.9204048576203213
-0.055219337360074484,-0.05224858131487888,-0.05401848301908386,-0.055373996345437174,0.1651618433727012,1.6194908658258949,0.8638911408719895
-0.055109056791679434,-0.05444429065743943,-0.054447655288832934,-0.05322604056024629,-0.2723369331007422,1.6749421013428922,0.8053794909334259
-0.05290063214397239,-0.05495307958477509,-0.05816714829332494,-0.05657286847174465,0.2572147477224879,1.3124425989678392,0.6088375312593183
-0.05632439366786982,-0.04136470588235292,-0.055860490400846875,-0.04319962149170972,1.2235618766846434,1.665406445880461,0.7546887089018111
-0.04290307969740359,-0.042352941176470586,-0.057308803753826784,-0.05466485588780672,1.1688554969728866,0.797790567536134,0.48188658412396496
-0.054425711126802924,-0.056055363321799306,-0.05816628994878542,-0.05684909851117071,0.30767164704313177,0.6590672121295833,0.19301755087551364
-0.05655789589176749,-0.055058823529411764,-0.05633000486395241,-0.05656780519199956,-0.10322613589086309,0.6696427619291758,-0.029277882205551203
-0.056287258374430625,-0.05752249134948097,-0.0679894709736488,-0.06299001296199612,0.6614030061019265,0.2667277563541985,-0.36649721910588223
-0.06269956703623783,-0.05898906574394462,-0.06352207376040743,-0.058524762813473255,-0.13746285668731986,0.45655682325923913,-0.48374937374770866
-0.05824558244738462,-0.058124013840830435,-0.05942719807730826,-0.06138889138927392,-0.25589718987210947,0.2851466328860112,-0.6399730743601993
-0.06101610040032969,-0.05755543252595157,-0.061224571543017386,-0.055613095666732656,-0.08360674029117524,0.5265008498973789,-0.5939434053820062
-0.05534565362336371,-0.04661121107266436,-0.05699407742267746,-0.057896916125083256,1.9392838866755766,0.3868002297176135,-0.6246387173290797
-0.05760584261950108,-0.05544636678200692,-0.06054190151926984,-0.054239540389219916,0.3994531669918731,0.5389395174948881,-0.5511469255341388
-0.05396264527073597,-0.048318062283737015,-0.05685101999942777,-0.04911268835400649,0.6141614220875956,0.7341184795351174,-0.378027545689366
-0.048820251113355445,-0.05002768166089965,-0.050356212983891736,-0.04964911471366592,-0.38510645867994153,0.6975494894245805,-0.2929191457563946
-0.04935505560447533,-0.05128858131487887,-0.052816800663786447,-0.05066120807604371,-0.19793744876784453,0.6254707225291077,-0.2787056365303746
